"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.017","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.527","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.939","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.223","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.257","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.980","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.423","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.716","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.726","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.015","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.735","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.859","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.967","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.879","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.650","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.825","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.320","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.696","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.050","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.679","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.333","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.886","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.735","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.873","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.066","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.707","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.713","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.506","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.180","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.876","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.468","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.381","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.489","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.174","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.024","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.943","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.274","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.569","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.319","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.221","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.234","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.651","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.771","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.398","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.754","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.934","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.837","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.416","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.607","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.727","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.324","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.733","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.135","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.677","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.080","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.453","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.620","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.094","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.754","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.989","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.102","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.143","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.048","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.087","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.042","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.977","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.371","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.836","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.913","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.058","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.218","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.079","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.480","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.958","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.006","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.009","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","3.521","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.298","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.860","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.653","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.439","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","2.114","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.444","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.068","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.004","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.873","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.887","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.590","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.855","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.987","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.618","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.060","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.983","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.208","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.426","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.052","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.573","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.673","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.450","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.082","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.243","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.509","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.002","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.281","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.909","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.403","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.813","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.021","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.082","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.876","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.215","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.504","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.456","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.898","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.498","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.668","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.897","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.788","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.983","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.497","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.743","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.054","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.431","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.901","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.402","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.197","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.819","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.522","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.752","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.179","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.345","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.585","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.386","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.958","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.278","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.893","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.616","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.796","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.904","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.074","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.054","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.021","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.119","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.030","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.802","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.891","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.759","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.833","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.719","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.004","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.894","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.951","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.857","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.903","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.875","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.998","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.692","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.880","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.921","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.945","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
