Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,SUB-1,Alcohol Use Screening,80,428,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,TOB-1,Tobacco Use Screening,100,430,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,97,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,97,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,HBIPS-2_Overall,Hours of physical-restraint use,0.43,10599,,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,HBIPS-3_Overall,Hours of seclusion,0,10599,,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,70,20,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,HBIPS-6_Overall,Post-discharge continuing care plan created,92,329,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,91,329,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,SUB-1,Alcohol Use Screening,36,407,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,TOB-1,Tobacco Use Screening,99,411,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,159,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,159,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,HBIPS-2_Overall,Hours of physical-restraint use,0,17640,,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,HBIPS-3_Overall,Hours of seclusion,0.15,17640,,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,81,21,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,HBIPS-6_Overall,Post-discharge continuing care plan created,86,257,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,86,257,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,SUB-1,Alcohol Use Screening,89,375,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,TOB-1,Tobacco Use Screening,100,376,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,TOB-2,Tobacco Use Treatment Provided or Offered,89,171,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,TOB-2a,Tobacco Use Treatment (during the hospital stay),40,171,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,HBIPS-2_Overall,Hours of physical-restraint use,0.91,12270,,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,HBIPS-3_Overall,Hours of seclusion,0,12270,,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,HBIPS-6_Overall,Post-discharge continuing care plan created,27,353,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,27,353,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,SUB-1,Alcohol Use Screening,96,608,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,TOB-1,Tobacco Use Screening,98,619,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,TOB-2,Tobacco Use Treatment Provided or Offered,73,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,TOB-2a,Tobacco Use Treatment (during the hospital stay),29,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,HBIPS-2_Overall,Hours of physical-restraint use,0,10910,,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,HBIPS-3_Overall,Hours of seclusion,0.02,10910,,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,80,25,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,HBIPS-6_Overall,Post-discharge continuing care plan created,84,290,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,83,290,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,SUB-1,Alcohol Use Screening,94,335,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,TOB-1,Tobacco Use Screening,100,345,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,111,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,111,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,SUB-1,Alcohol Use Screening,94,293,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,TOB-1,Tobacco Use Screening,100,293,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,TOB-2,Tobacco Use Treatment Provided or Offered,81,75,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,TOB-2a,Tobacco Use Treatment (during the hospital stay),69,75,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,SUB-1,Alcohol Use Screening,99,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,TOB-1,Tobacco Use Screening,100,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,TOB-2,Tobacco Use Treatment Provided or Offered,87,53,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,TOB-2a,Tobacco Use Treatment (during the hospital stay),36,53,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,HBIPS-2_Overall,Hours of physical-restraint use,0,1740,,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,HBIPS-3_Overall,Hours of seclusion,0,1740,,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,HBIPS-6_Overall,Post-discharge continuing care plan created,65,230,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,63,230,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,SUB-1,Alcohol Use Screening,86,333,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,TOB-1,Tobacco Use Screening,100,329,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,TOB-2,Tobacco Use Treatment Provided or Offered,54,93,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,3046233461,TOB-2a,Tobacco Use Treatment (during the hospital stay),47,93,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,HBIPS-2_Overall,Hours of physical-restraint use,1,6418,,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,HBIPS-3_Overall,Hours of seclusion,0,6418,,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,90,21,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,HBIPS-6_Overall,Post-discharge continuing care plan created,97,273,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,94,273,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,SUB-1,Alcohol Use Screening,94,480,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,TOB-1,Tobacco Use Screening,100,480,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,TOB-2,Tobacco Use Treatment Provided or Offered,94,360,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,TOB-2a,Tobacco Use Treatment (during the hospital stay),64,360,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,SUB-1,Alcohol Use Screening,100,72,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,TOB-1,Tobacco Use Screening,100,72,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,TOB-2,Tobacco Use Treatment Provided or Offered,69,16,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
