Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,356,246,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,234,245,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,77,295,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,3,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,2,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,61,244,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,433,648,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,184,647,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,60,454,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,100,15,,1/1/2016,12/31/2016
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,4,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,282,521,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,211,521,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,71,371,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,10,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,8,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,306,391,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
